heading,roll,pitch,ax,ay,az,mx,my,mz,count
4.618773,-6.941355,-9.988069,0.1293945,-0.3703613,1.245605,141.9756,15.04102,19.26738,65
8.662603,-8.116937,-10.98978,0.6574707,-0.270752,1.090332,144.6211,17.34141,14.32266,66
13.13132,-7.731567,-16.57276,0.6376953,-0.1728516,1.041016,144.6211,16.6336,15.00469,67
16.90761,-5.143056,-21.78882,0.5908203,-0.2094727,0.7766113,145.5029,18.58008,16.19824,68
18.98679,-3.590594,-24.79819,0.7319336,-0.2470703,0.7587891,144.7975,21.05742,14.49317,69
21.00057,-3.615664,-28.1528,0.6391602,-0.2197266,1.215332,145.3266,21.23438,12.27656,70
22.16307,-0.6761231,-30.13379,0.5280762,-0.1154785,0.7253418,146.3848,20.52656,10.57148,71
23.21894,1.792701,-32.12358,0.7092285,-0.05664063,0.826416,147.2666,20.34961,10.05996,72
24.01263,4.354659,-35.16793,0.5739746,-0.07128906,0.7636719,147.9721,21.41133,7.672852,73
25.13685,7.194182,-38.40707,1.054443,0.08740234,0.5793457,148.3248,18.58008,6.649805,74
25.40935,10.33668,-41.89584,0.7053223,0.05419922,0.5698242,149.2066,15.92578,6.138281,75
25.6268,12.11921,-44.03963,0.8879395,0.09130859,0.703125,149.2066,16.27969,5.797266,76
27.16137,13.00764,-44.73817,1.115967,0.1381836,0.6242676,148.1484,15.57188,5.45625,77
25.65915,16.16072,-46.93487,0.9602051,0.05541992,0.699707,149.0303,14.3332,3.580664,78
22.63437,19.76734,-49.03272,0.7956543,0.08935547,0.5375977,149.0303,13.9793,4.603711,79
21.03001,22.60254,-50.70938,1.259521,0.1564941,0.484375,147.7957,12.74063,2.728125,80
17.22943,27.0622,-51.6684,0.9086914,0.104248,0.6008301,148.5012,12.74063,4.433203,81
14.04187,30.2901,-52.05505,1.041992,0.1921387,0.3505859,149.2066,10.61719,2.728125,82
10.05503,34.6873,-51.95138,1.006592,0.2827148,0.5146484,148.3248,7.255078,1.875586,83
4.999566,39.60519,-51.1034,0.8449707,0.2758789,0.3937988,147.6193,5.839453,1.193555,84
0.6887056,43.27911,-49.87463,0.7978516,0.2858887,0.5517578,146.5611,4.069922,2.216602,85
-1.387891,43.79512,-47.09466,0.6977539,0.2910156,0.5969238,147.443,4.246875,1.023047,86
-3.799744,44.93748,-42.99912,0.5270996,0.2932129,0.4887695,147.9721,0.1769531,1.193555,87
-5.908642,45.63195,-39.28803,0.4755859,0.3359375,0.4248047,146.3848,-1.415625,2.046094,88
-8.489034,46.46789,-36.04294,0.3203125,0.3149414,0.3483887,146.3848,-0.7078125,0.6820313,89
-12.86517,47.88354,-29.19162,0.1513672,0.3208008,0.357666,148.1484,-3.185156,2.38711,90
-16.26749,48.01467,-23.768,0.04760742,0.3232422,0.4338379,145.8557,-5.485547,2.557617,91
-20.10823,47.66706,-18.70689,-0.2236328,0.3117676,0.3881836,147.0902,-6.724219,2.046094,92
-23.74701,46.99182,-13.64495,-0.2602539,0.3212891,0.4274902,147.0902,-6.724219,1.705078,93
-27.03479,45.43719,-9.273244,-0.2961426,0.3522949,0.3671875,145.8557,-9.378516,2.557617,94
-30.02453,42.90781,-5.759289,-0.2841797,0.3903809,0.5209961,146.032,-6.016407,3.069141,95
-31.6981,39.38438,-2.414679,-0.2316895,0.3706055,0.5439453,145.5029,-6.19336,3.239649,96
-32.84463,35.27528,0.7796605,-0.326416,0.302002,0.7966309,147.0902,-6.016407,2.38711,97
-34.37277,29.39673,3.698438,-0.5107422,0.2399902,0.847168,145.3266,-4.954688,2.046094,98
-34.15972,24.65689,6.708511,-0.355957,0.2277832,0.9008789,146.7375,-0.3539063,1.705078,99
-33.46806,19.9243,8.681105,-0.3876953,0.2041016,1.170898,147.2666,-0.5308594,2.216602,100
-31.49401,16.15209,10.42243,-0.1843262,0.1660156,0.9562988,146.032,1.061719,1.023047,101
-30.5176,13.53702,11.70546,-0.4094238,0.1740723,0.9682617,146.7375,3.185156,0.6820313,102
-28.75374,10.53811,13.66095,-0.4775391,0.1494141,1.0979,147.6193,3.008203,2.557617,103
-27.34648,8.554399,15.38578,-0.6379395,0.07397461,0.998291,147.2666,4.777735,2.557617,104
-24.08499,6.390196,16.10211,-0.3029785,0.06933594,1.116943,147.0902,7.078125,3.410156,105
-17.51622,4.499471,13.62976,-0.1188965,0.03930664,1.059814,147.9721,8.316797,2.898633,106
-12.91473,3.141851,10.05233,-0.05419922,-0.04467773,1.105469,148.3248,11.50195,3.580664,107
-8.621013,0.7857742,7.293774,0.137207,-0.05541992,1.061768,147.9721,12.20977,5.967773,108
-5.113792,-0.7662533,3.34629,0.123291,-0.05786133,0.916748,150.0885,13.9793,8.695899,109
-1.841294,-2.150435,-0.007259211,0.2158203,-0.02514648,0.9885254,150.4412,13.9793,9.036915,110
0.3523139,-2.958092,-3.723909,0.08032227,-0.0871582,0.8728027,149.7357,12.91758,11.08301,111
1.550796,-5.414176,-5.756515,0.05053711,-0.1086426,0.9279785,149.5594,12.38672,11.93555,112
2.943061,-6.505012,-5.138348,0.300293,-0.0234375,0.9064941,145.1502,15.04102,12.44707,113
5.872897,-6.628363,-8.761425,0.4262695,-0.02294922,0.8913574,144.7975,16.45664,11.76504,114
7.716786,-7.108918,-12.7115,0.3398438,-0.105957,1.078613,145.1502,17.87227,11.08301,115
8.15928,-7.337844,-15.18442,0.3598633,-0.130127,1.062988,145.8557,18.93398,10.74199,116
8.135809,-6.940404,-17.22956,0.3515625,-0.168457,1.046631,146.2084,18.93398,9.37793,117
