heading,roll,pitch,ax,ay,az,mx,my,mz,count
17.55648,-7.385998,-12.45,0.4768066,-0.5656738,1.999939,149.5594,27.60469,17.73281,464
19.62344,-5.47628,-15.76451,0.7363281,-0.6220703,1.469482,150.9703,26.89687,12.61758,465
22.87559,-1.460832,-19.76032,1.441895,-0.5073242,1.023193,154.1449,24.77344,8.866406,466
25.44694,3.213017,-23.57817,1.579102,-0.5158691,0.661377,154.4977,22.65,6.820313,467
24.65825,8.59865,-27.6106,1.620361,-0.5141602,0.5803223,152.2049,19.28789,7.331836,468
21.75317,14.10405,-29.96053,1.472168,-0.5415039,0.4121094,151.8522,17.51836,4.944727,469
17.83949,19.78931,-31.10149,1.399414,-0.5131836,0.2348633,150.2648,13.44844,3.410156,470
11.80742,27.62095,-31.66535,1.095703,-0.2399902,-0.04736328,149.0303,9.732422,0.8525392,471
5.978271,34.29235,-31.6406,0.7680664,-0.09277344,-0.2583008,147.9721,6.547266,2.898633,472
-1.790928,41.36858,-31.84608,0.590332,-0.04833984,-0.1901855,147.9721,0.8847657,1.875586,473
-10.21091,48.10896,-31.86161,0.5368652,0.0402832,-0.2558594,145.8557,0.1769531,3.580664,474
-20.85777,55.59564,-30.92192,0.3647461,0.1186523,-0.2468262,143.2102,-4.600781,6.138281,475
-30.89109,61.27378,-28.77576,0.3852539,0.1743164,-0.2868652,142.152,-8.139844,7.843359,476
-38.78741,63.29816,-25.95993,0.02075195,0.0324707,-0.112793,141.7992,-8.847656,9.207422,477
-46.89682,62.92469,-18.99235,-0.7773438,-0.1120605,-0.4404297,141.2701,-10.44024,9.036915,478
-49.60165,54.39349,-14.06278,-0.7678223,-0.3171387,0.4194336,141.2701,-8.670704,8.354883,479
-51.55367,45.32062,-12.61532,-0.8647461,-0.545166,0.848877,139.5064,-5.131641,8.354883,480
-51.35572,35.26762,-12.94394,-0.8583984,-0.5217285,1.322754,140.3883,-3.892969,8.525391,481
-48.70056,24.88425,-13.87166,-0.6914063,-0.4873047,1.999939,139.6828,2.83125,7.502344,482
-42.84125,16.1711,-12.5642,-0.7485352,-0.3823242,1.939697,140.5646,7.608984,8.354883,483
-36.17431,8.729584,-10.71372,-0.4304199,-0.2832031,1.795898,143.9156,12.03281,8.525391,484
-28.82225,2.928553,-8.175862,-0.4782715,-0.3044434,1.67627,144.7975,17.51836,9.718946,485
-20.80353,-1.444108,-6.042038,-0.02294922,-0.364502,1.621826,150.6176,20.88047,10.9125,486
-10.73226,-6.923757,-8.299139,0.4345703,-0.427002,1.536621,153.7922,23.35781,16.36875,487
-4.242414,-9.377689,-9.944354,0.3728027,-0.4082031,1.119385,150.6176,20.52656,16.02774,488
1.985975,-11.42195,-12.31184,0.9694824,-0.4064941,1.271973,152.2049,19.9957,14.15215,489
6.742721,-11.03508,-15.08647,0.7341309,-0.3117676,1.075195,153.2631,19.6418,14.15215,490
9.722313,-10.05111,-17.39577,0.7568359,-0.2958984,0.7902832,154.3213,21.76524,13.81113,491
12.34832,-9.772543,-20.62265,0.9440918,-0.1098633,0.842041,153.4395,21.94219,11.93555,492
12.5891,-7.845978,-22.88351,0.6523438,-0.06225586,0.7578125,154.3213,22.47305,10.40098,493
11.74219,-5.836302,-24.1972,0.5249023,-0.04492188,0.7036133,155.5559,21.58828,8.866406,494
9.17461,-3.051764,-24.39531,0.3276367,-0.03588867,0.6320801,156.2613,20.17266,11.25352,495
6.094631,-1.350832,-23.97889,0.3212891,0.006835938,0.670166,154.674,21.41133,8.354883,496
3.07878,1.417422,-22.8038,0.3137207,0.09301758,0.7370605,156.2613,21.23438,7.843359,497
0.4775324,3.479622,-21.62973,0.2219238,0.09301758,0.8664551,156.4377,19.6418,8.013867,498
-1.261852,4.248016,-18.5529,0.1948242,0.05102539,0.9616699,156.6141,20.52656,6.820313,499
-2.506487,3.861505,-15.45399,0.1062012,0.01538086,0.9702148,156.7904,20.70352,8.354883,500
-3.47607,3.308452,-12.60122,0.06469727,0.03881836,0.9277344,154.8504,20.88047,7.843359,501
-4.402138,3.310312,-9.922649,0.05224609,0.05810547,0.9440918,155.7322,20.34961,9.036915,502
-5.426684,2.995201,-6.742971,0.07617188,0.04907227,0.8842773,156.6141,20.88047,9.207422,503
-6.868354,3.549684,-4.40465,0.1069336,0.05102539,0.892334,154.8504,21.58828,8.525391,504
-7.542322,3.825352,-6.489934,0.112793,0.07641602,0.8701172,155.7322,20.34961,9.036915,505
-7.425528,4.676506,-7.494535,0.1513672,0.06835938,0.8747559,156.6141,21.58828,8.866406,506
-7.592858,4.266363,-8.902869,0.114502,0.05981445,0.8818359,154.3213,20.70352,9.036915,507
-7.49184,3.601519,-7.731681,0.1577148,0.06079102,0.9160156,155.0268,21.05742,7.331836,508
-7.556776,3.591956,-9.058391,0.1352539,0.05981445,0.8974609,154.4977,20.17266,8.866406,509
-7.204885,3.308345,-8.285246,0.1599121,0.04370117,0.9343262,155.7322,21.05742,7.672852,510
-7.445137,2.30295,-9.532591,0.159668,0.0612793,0.888916,155.7322,20.34961,6.99082,511
-7.496591,3.988248,-9.607539,0.1621094,0.07446289,0.8835449,155.9086,22.65,7.843359,512
-7.423642,4.79355,-10.22575,0.1323242,0.05761719,0.8840332,156.2613,19.81875,9.207422,513
