heading,roll,pitch,ax,ay,az,mx,my,mz,count
-29.63031,-12.18857,-10.18937,-0.5695801,-1.451172,1.999939,116.5787,16.10274,38.36426,14
-35.2076,-10.14751,-7.762615,-1.726074,-1.253662,1.380127,115.6969,19.81875,37.51172,15
-44.07286,-2.97533,-3.939368,-1.984375,-0.6062012,1.999939,115.5205,24.95039,38.36426,16
-46.36005,4.113156,3.001837,-1.852783,-0.7470703,1.088135,114.815,22.11914,35.63614,17
-49.73997,11.11304,7.162612,-1.536377,-0.5075684,1.83667,114.1096,20.34961,33.59004,18
-48.38,18.64076,11.28732,-1.585205,-1.248291,1.003174,115.6969,14.51016,32.05547,19
-43.40801,27.53695,16.84062,-1.666748,-1.351318,-0.4797363,121.6934,3.185156,34.7836,20
-36.72375,37.43472,19.44966,-1.694824,-1.330322,-0.9824219,122.0461,-2.477344,35.46563,21
-26.91852,46.37605,19.63325,-1.503662,-1.529297,-1.347168,122.2225,-13.27149,38.02324,22
-14.80158,51.61131,18.6744,0.5009766,-1.762695,-1.630859,118.8715,-22.65,40.92187,23
-5.192309,51.37847,13.75405,0.7236328,-1.984375,-1.181885,110.7586,-26.54297,40.23984,24
1.446226,46.83499,3.523833,1.999939,-1.984375,-1.083496,96.29649,-29.37422,35.12461,25
10.30819,37.20049,-2.337214,1.999939,-1.628174,1.151611,92.41641,-23.00391,32.05547,26
16.95311,27.32824,-10.03489,1.999939,-0.9831543,0.2817383,84.47989,-19.6418,27.79278,27
25.11875,15.55428,-14.20128,1.999939,-0.6896973,1.999939,82.89258,-14.51016,26.59922,28
24.62746,8.190039,-12.47258,1.999939,-0.5336914,1.83667,85.71445,-9.909375,26.59922,29
18.53842,3.272858,-10.65232,0.8188477,-0.2939453,1.470459,91.18184,-6.547266,24.38262,30
12.22264,-0.378899,-7.29621,0.7556152,-0.07128906,1.060059,95.23829,-2.123438,24.55312,31
4.048482,-5.201492,-5.240474,-0.482666,-0.4714355,1.891846,98.94199,3.008203,25.74668,32
-6.001452,-9.988461,-1.488444,-0.5344238,-0.05297852,1.38623,101.0584,7.255078,25.40566,33
-9.635109,-11.35101,1.749208,-0.4294434,-0.008056641,1.507568,100.3529,10.44024,28.81582,34
-11.61013,-10.8286,3.985079,-0.1950684,0.05810547,1.234375,101.9402,10.97109,28.98633,35
-12.51354,-8.755218,6.139523,-0.08422852,0.06933594,1.082275,104.0566,11.325,30.00938,36
-12.58132,-6.888693,6.655791,-0.130127,0.004150391,0.9755859,105.2912,10.08633,30.86192,37
-11.66307,-4.529029,7.76115,-0.01074219,-0.02075195,0.907959,104.5857,12.20977,31.20293,38
-10.38642,-3.60628,5.958183,0.119873,-0.03076172,0.7929688,104.7621,10.61719,30.00938,39
-9.592709,-3.669716,3.828102,0.1164551,-0.09008789,0.9291992,103.7039,10.61719,30.69141,40
-8.355276,-4.355896,1.243663,0.2275391,-0.09765625,0.9541016,104.5857,11.14805,30.5209,41
-7.881248,-4.697169,-1.160399,0.1784668,-0.06494141,0.8937988,105.8203,9.55547,33.07852,42
-7.025062,-4.522475,-3.732026,0.2539063,-0.04345703,0.8911133,105.9967,10.44024,29.83887,43
-6.293501,-4.338259,-6.202074,0.2648926,-0.03344727,0.8588867,104.233,10.44024,31.88496,44
-5.807266,-4.102615,-8.636662,0.2763672,-0.05004883,0.855957,103.8803,9.02461,30.5209,45
-5.630997,-4.332023,-11.38589,0.2336426,-0.07421875,0.8701172,103.7039,10.61719,30.00938,46
-5.608276,-4.666826,-13.72598,0.2780762,-0.06787109,0.8566895,103.5275,10.79414,30.86192,47
-6.430034,-4.499246,-14.88458,0.1860352,-0.0703125,0.9047852,103.8803,9.732422,30.5209,48
-6.832534,-4.69677,-11.91489,0.1535645,-0.08764648,0.9240723,103.5275,12.56367,30.5209,49
-7.208452,-5.15684,-10.56665,0.2180176,-0.08300781,0.8825684,104.9385,11.14805,29.83887,50
-7.468637,-4.986384,-11.98196,0.2294922,-0.0859375,0.8833008,104.5857,12.20977,30.17988,51
-7.602688,-5.071253,-14.05765,0.2631836,-0.08447266,0.9155273,104.7621,9.55547,29.32734,52
-7.921923,-5.686036,-15.03167,0.1914063,-0.09667969,0.8549805,104.0566,10.97109,31.03242,53
-8.297235,-6.353496,-13.02699,0.2734375,-0.112793,0.9267578,102.4693,10.44024,30.5209,54
-8.252145,-6.969956,-15.06389,0.2407227,-0.107666,0.9401855,104.233,11.50195,30.86192,55
-8.407684,-6.347353,-13.19092,0.2219238,-0.06933594,0.8791504,104.5857,12.20977,29.49785,56
