heading,roll,pitch,ax,ay,az,mx,my,mz,count
9.271595,-4.377478,-8.756171,-0.2492676,-0.2216797,1.38208,108.6422,1.769531,30.35039,11
4.451372,-4.725475,-5.706409,-0.873291,-0.1606445,1.489746,109.524,5.131641,30.86192,12
-1.248871,-4.756925,-1.682184,-0.9313965,-0.08837891,1.313965,111.1113,5.308594,31.03242,13
-4.317478,-5.119325,0.6694236,-0.4499512,0.05004883,1.126465,112.1695,8.847656,33.76055,14
-5.100118,-1.33034,0.01696,-0.3730469,0.105957,0.7976074,110.0531,7.078125,32.7375,15
-6.522075,1.506532,2.410299,-0.1728516,0.138916,0.6806641,108.8186,6.901172,32.90801,16
-5.540297,3.664958,4.276842,-0.01831055,0.1015625,0.5664063,109.8768,6.19336,30.86192,17
-3.964416,3.583319,3.075851,0.2504883,-0.2028809,1.565186,109.7004,6.724219,31.37344,18
-3.746799,1.226155,1.116055,0.1494141,0.03271484,0.3017578,110.0531,6.016407,33.07852,19
-3.870041,2.408604,1.985541,-0.02294922,-0.02197266,1.191406,110.7586,6.724219,33.07852,20
-2.959768,0.245207,-0.04400819,0.08325195,-0.002197266,0.7587891,111.2877,6.901172,32.56699,21
-3.561975,1.140196,-1.31387,0.07470703,0.005371094,0.8969727,110.4059,6.016407,33.07852,22
-3.287859,0.6195523,-3.629363,0.04663086,0.02490234,0.8913574,110.5822,6.19336,34.61309,23
-2.873296,2.386657,-2.664184,0.04345703,0.03344727,0.9460449,111.6404,5.485547,33.93106,24
-2.271726,0.8841566,-2.702923,0.04833984,0.01123047,0.9343262,111.1113,6.370313,34.44258,25
-3.505935,0.3543959,-4.486747,0.08251953,0.01293945,0.9294434,110.935,4.423828,33.93106,26
-2.704145,1.231371,-5.196733,0.02172852,0.01928711,0.8928223,110.7586,5.308594,33.41953,27
-2.845772,1.245612,-2.805303,0.07666016,0.02978516,0.9091797,111.6404,7.255078,32.56699,28
-3.235789,1.798879,-5.245762,0.04492188,0.02441406,0.9230957,110.7586,5.6625,33.07852,29
-3.099092,1.660732,-4.022139,0.09082031,0.01342773,0.8903809,110.2295,6.547266,33.59004,30
-3.315014,0.6224123,-5.110796,0.08227539,0.01171875,0.8911133,109.524,6.547266,32.90801,31
-3.181391,0.8689335,-6.745012,0.07861328,0.008056641,0.8874512,109.8768,6.19336,31.88496,32
-3.252854,0.6206885,-5.435382,0.09008789,0.006591797,0.9104004,109.524,6.901172,33.59004,33
-3.839814,-0.006753776,-3.983752,0.06347656,0.003417969,0.8786621,110.0531,8.139844,31.37344,34
-3.535826,0.6637533,-4.9229,0.08666992,0.006347656,0.9133301,110.7586,6.016407,33.07852,35
-3.984238,0.3031217,-6.157645,0.07055664,0.01245117,0.8657227,110.935,4.777735,32.90801,36
-3.384588,0.840145,-4.91943,0.08081055,0.006347656,0.9104004,110.7586,7.785938,31.37344,37
-2.414134,0.1640569,-5.510248,0.05981445,0.01464844,0.8999023,110.4059,6.016407,32.7375,38
-2.901903,1.150891,-4.718648,0.08374023,0.01635742,0.9174805,109.8768,6.19336,34.27207,39
-2.98519,0.9345942,-2.932918,0.09130859,0.02001953,0.9069824,110.935,6.19336,31.54395,40
-3.06786,1.206385,-5.279126,0.07592773,0.01367188,0.9025879,109.1713,6.901172,33.24902,41
-3.352048,0.1877905,-4.345266,0.05175781,0.01025391,0.8920898,109.8768,7.255078,32.90801,42
-2.763973,1.192185,-3.497796,0.07250977,0.002685547,0.9162598,110.2295,6.901172,32.56699,43
-3.045145,0.8221895,-4.676341,0.09375,0.01293945,0.8925781,109.7004,6.016407,33.41953,44
-3.464314,0.4595797,-6.082265,0.08032227,0.01416016,0.9152832,110.0531,6.016407,31.71446,45
-3.100222,1.299041,-4.846132,0.08496094,0.01928711,0.8947754,108.6422,7.078125,32.7375,46
-3.188528,1.161137,-6.347919,0.09277344,0.01635742,0.9111328,109.3477,7.078125,32.39649,47
-2.344711,-0.5583626,-7.264966,0.1035156,0.015625,0.9006348,110.2295,4.777735,32.56699,48
-2.982617,0.5929075,-6.447283,0.07275391,0.01513672,0.9084473,109.524,6.19336,33.59004,49
