heading,roll,pitch,ax,ay,az,mx,my,mz,count
16.65323,9.196218,-37.19275,1.815918,-1.031738,0.4379883,148.1484,20.17266,8.525391,11
20.93127,2.102641,-37.99968,1.999939,-1.334961,1.209229,152.2049,23.88867,12.44707,12
24.20219,-7.049976,-38.88779,1.999939,-1.015137,1.080078,152.734,25.48125,11.93555,13
22.30167,-10.09668,-36.26986,1.270264,-0.7043457,0.722168,154.4977,28.3125,12.61758,14
18.02471,-12.82423,-31.74356,1.095703,-0.7744141,0.7561035,154.8504,26.89687,13.98164,15
8.819671,-15.73847,-29.10226,0.5244141,-0.814209,1.320313,152.2049,27.78164,15.1752,16
2.183187,-18.72837,-22.88935,0.9626465,-0.7624512,1.407471,154.3213,27.78164,18.58535,17
-8.816751,-17.99402,-23.57581,0.046875,-0.6337891,1.252686,147.9721,24.24258,16.88027,18
-19.12105,-16.80205,-20.31528,-0.6137695,-0.6645508,1.274414,146.3848,20.52656,17.73281,19
-26.22012,-16.69405,-15.48853,-0.3972168,-0.5737305,1.469971,146.5611,20.34961,17.56231,20
-31.64072,-15.51233,-12.53841,-0.4804688,-0.4230957,1.190674,146.9139,18.93398,16.53926,21
-35.4282,-13.91276,-10.31984,-0.4118652,-0.2561035,0.9831543,145.1502,18.58008,13.47012,22
-36.92982,-12.44056,-7.95103,-0.2226563,-0.1591797,0.8666992,142.6811,17.87227,13.81113,23
-36.12455,-10.78311,-5.013382,-0.05004883,-0.08984375,0.6884766,143.2102,17.69531,13.64063,24
-34.26944,-9.930304,-4.003492,0.1083984,-0.08544922,0.7231445,142.8574,17.69531,11.59453,25
-32.41086,-9.031104,-4.612563,0.06494141,-0.09936523,0.7580566,142.5047,16.9875,11.25352,26
-29.71072,-8.845083,-3.931498,0.2629395,-0.112793,0.8232422,144.4447,17.16445,10.74199,27
-27.62507,-8.863076,-5.32574,0.3349609,-0.1499023,0.909668,142.5047,16.6336,11.59453,28
-26.30231,-8.943643,-7.662066,0.1989746,-0.135498,0.8969727,142.152,16.9875,11.25352,29
-23.97233,-9.108809,-9.181013,0.2541504,-0.1030273,0.869873,142.6811,17.51836,12.10606,30
-21.73324,-8.859476,-10.86412,0.2875977,-0.1008301,0.8605957,143.5629,16.9875,11.59453,31
-19.27579,-8.785383,-13.21668,0.2915039,-0.07836914,0.8723145,144.4447,16.81055,12.44707,32
-17.50461,-8.47958,-14.92626,0.2646484,-0.1000977,0.9230957,144.4447,18.58008,10.40098,33
-15.26538,-7.70931,-15.43008,0.2519531,-0.09594727,0.8762207,144.2684,17.69531,11.59453,34
-12.80512,-7.386809,-15.00302,0.2229004,-0.09326172,0.869873,141.4465,16.27969,10.9125,35
-10.30574,-7.240304,-14.25913,0.291748,-0.1008301,0.8513184,144.2684,16.9875,11.93555,36
-9.586225,-7.34743,-16.36185,0.2473145,-0.0925293,0.864502,143.9156,17.34141,11.25352,37
-8.298744,-7.39984,-16.9171,0.2114258,-0.1098633,0.9013672,143.3865,17.16445,10.40098,38
-7.984616,-6.72148,-15.42305,0.2463379,-0.104248,0.8862305,144.2684,17.69531,10.9125,39
-7.023734,-6.864128,-13.67664,0.2375488,-0.0949707,0.878418,144.4447,17.51836,10.40098,40
-7.894447,-5.754319,-13.23835,0.2634277,-0.09204102,0.8681641,143.5629,16.9875,11.59453,41
-7.418873,-5.886084,-14.74457,0.2563477,-0.1044922,0.8615723,145.6793,18.04922,10.57148,42
-7.069317,-6.886946,-15.7691,0.3093262,-0.1081543,0.8937988,143.0338,18.58008,11.08301,43
-7.636547,-6.520385,-16.8868,0.2265625,-0.09765625,0.8737793,144.7975,18.22617,11.08301,44
-7.795309,-6.01523,-15.10589,0.253418,-0.09008789,0.8562012,144.9738,17.69531,10.9125,45
-7.786508,-5.730553,-16.06295,0.2683105,-0.09838867,0.9050293,143.0338,16.81055,11.42402,46
-7.662219,-6.789763,-15.6977,0.2351074,-0.08520508,0.8522949,144.2684,18.40313,11.25352,47
-8.371829,-5.285727,-16.14924,0.2768555,-0.09521484,0.890625,142.6811,16.81055,11.42402,48
-7.568903,-6.273664,-17.25793,0.2626953,-0.1010742,0.8813477,142.8574,16.9875,10.9125,49
-8.014827,-6.2883,-16.01844,0.2587891,-0.08691406,0.8769531,144.2684,18.40313,10.9125,50
-7.9269,-5.952374,-17.33129,0.2426758,-0.09204102,0.8903809,144.6211,16.6336,12.27656,51
