heading,roll,pitch,ax,ay,az,mx,my,mz,count
38.42315,0.4044295,67.98466,-0.7797852,0.09082031,0.3227539,115.5205,-19.9957,48.25371,24
39.70167,2.913286,68.13736,-0.7263184,0.1164551,0.3330078,114.2859,-20.52656,47.06016,25
41.61852,7.010715,67.72807,-0.7556152,0.1345215,0.4204102,113.9332,-23.71172,46.71915,26
42.38351,9.764193,65.85224,-0.7661133,0.1638184,0.46875,112.6986,-22.82696,49.27676,27
42.28643,12.04676,63.91071,-0.8037109,0.1982422,0.4648438,111.9932,-22.82696,47.57168,28
42.97361,15.51018,62.41933,-0.7941895,0.2609863,0.392334,112.1695,-24.77344,48.08321,29
46.29177,21.70318,61.71966,-0.734375,0.2900391,0.411377,109.8768,-26.01211,49.27676,30
48.06677,26.02926,60.27987,-0.7351074,0.3085938,0.4667969,110.5822,-25.3043,48.93575,31
47.37213,27.981,57.67931,-0.6962891,0.3427734,0.4616699,108.8186,-26.01211,48.25371,32
47.4888,30.8461,55.39493,-0.6474609,0.3591309,0.4003906,108.4658,-27.07383,49.27676,33
47.8177,33.05882,53.65792,-0.6164551,0.3571777,0.5405273,108.2895,-27.60469,49.10625,34
46.15261,32.8045,51.08623,-0.611084,0.3713379,0.4990234,107.0549,-27.42774,47.9127,35
44.7458,33.65223,49.08909,-0.5993652,0.3937988,0.4628906,106.5258,-27.9586,48.42422,36
44.62363,35.72889,48.24248,-0.5883789,0.3947754,0.4458008,106.3494,-28.13555,47.9127,37
42.63092,35.99503,47.21743,-0.6469727,0.3972168,0.4931641,105.9967,-28.84336,49.95879,38
41.37675,36.25914,47.25721,-0.6713867,0.4030762,0.4838867,106.7021,-29.55117,49.27676,39
41.06539,37.385,47.42756,-0.6462402,0.3996582,0.4562988,106.5258,-30.08203,49.10625,40
