heading,roll,pitch,ax,ay,az,mx,my,mz,count
31.74041,50.96511,0.03810754,0.1137695,1.999939,-1.570068,194.1803,-15.39492,20.29043,133
34.2554,46.84633,0.1362198,-0.4638672,0.9013672,-1.505859,195.7676,-10.97109,19.77891,134
41.47632,40.14192,2.865946,-0.3918457,-0.02294922,-1.465088,196.473,-10.61719,20.11992,135
46.64035,33.66779,8.479435,-0.4616699,-0.2792969,-1.809814,195.5912,-9.378516,23.01856,136
49.78788,26.48504,17.0539,-0.8330078,-0.7155762,-1.539063,199.4713,-6.901172,27.45176,137
50.0856,15.53611,29.63912,-1.581787,-1.234619,-0.4489746,200.1768,-3.008203,30.17988,138
49.48179,5.008727,39.12516,-1.563477,-0.9816895,-0.1193848,204.7623,-3.716016,35.63614,139
47.36789,-6.0139,46.42022,-1.78833,-1.178711,-0.0546875,202.8223,-2.477344,36.82969,140
46.43151,-15.04669,51.08487,-1.532715,-1.38501,0.2429199,203.3514,-5.131641,38.70528,141
45.58798,-21.49952,54.19364,-1.421631,-1.271484,0.4284668,202.9986,-7.962891,39.72832,142
44.55976,-25.15986,56.70982,-1.165039,-0.9626465,0.2480469,202.1168,-7.078125,38.87578,143
43.53799,-26.56768,57.90742,-1.043457,-0.6572266,0.03125,203.5277,-10.26328,39.2168,144
42.66901,-26.27032,59.67714,-0.8339844,-0.4091797,-0.1149902,201.0586,-9.55547,37.85274,145
40.92038,-26.5501,60.91072,-0.8725586,-0.2565918,0.05566406,202.9986,-9.732422,39.04629,146
38.12429,-27.80423,61.93501,-0.8764648,-0.1669922,0.01953125,201.7641,-10.97109,39.2168,147
36.00235,-28.82919,63.57454,-0.8061523,-0.1689453,0.07983398,202.6459,-10.08633,38.36426,148
32.94577,-31.10993,64.81149,-0.7856445,-0.1459961,0.2094727,202.9986,-9.378516,39.04629,149
29.22431,-33.84735,65.48137,-0.8566895,-0.145752,0.2124023,201.9404,-10.79414,39.04629,150
26.2382,-35.81271,66.29264,-0.8608398,-0.130127,0.1884766,201.9404,-10.44024,38.36426,151
24.00572,-37.27651,67.24899,-0.8234863,-0.152832,0.184082,202.6459,-9.732422,40.41036,152
21.34276,-39.50695,67.96187,-0.829834,-0.171875,0.213623,203.3514,-10.08633,37.0002,153
18.47877,-41.771,68.16383,-0.7912598,-0.1958008,0.1989746,201.235,-9.378516,38.70528,154
16.1882,-43.46681,68.37547,-0.7958984,-0.2006836,0.1958008,200.5295,-9.02461,38.70528,155
13.93425,-45.00075,68.73082,-0.7692871,-0.1960449,0.1694336,202.8223,-11.325,36.82969,156
11.24428,-47.11606,69.0443,-0.8046875,-0.1906738,0.1477051,200.8822,-10.44024,38.02324,157
8.505938,-49.52989,69.45499,-0.8032227,-0.1984863,0.2197266,201.5877,-9.378516,36.31817,158
6.312546,-50.94634,69.47212,-0.8452148,-0.1877441,0.1789551,202.2932,-10.08633,37.0002,159
4.193171,-52.58064,70.13101,-0.8630371,-0.1894531,0.2131348,202.1168,-10.26328,36.14766,160
3.43882,-52.69919,70.42079,-0.8222656,-0.1933594,0.2421875,201.0586,-10.26328,38.19375,161
